ids,comment_type,comment_text
679,1П1," Оплата по счету № 23 от 01.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 40 392,86 тг."
680,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 45 214,29 тг."
681,1П1," Оплата по счету № ЦБ-8024 от 03.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 10 912,50 тг."
682,1СР/С," Выдача наличных, по карте 426739******7778, ALKZ,Aimanov st. 140,Almaty,KZ, 03.03.22 на сумму 400000(KZT), Терминал ATM 700203"
683,1П2," Комиссия за выдачу наличных в ATM в сети Банка, по карте 426739******7778, ALKZ,Aimanov st. 140,Almaty,KZ, 03.03.22 на сумму 400000(KZT), Терминал ATM 700203"
684,1П1, Оплата по счету № 382 от 03.03.2022. Платежи за компьютерные услуги. НДС не облагается
685,1П1," ¶Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 53 571,43 тг."
686,1П3, Оплата за аренду помещения за февраль 2022. Платежи по лизингу (текущая аренда)¶
687,1ЗП,_ЗП Заработная плата за февраль 2022 г
688,1Н1,_ОПВ Февраль 2022 г.
689,1Н1,_ОСМС Февраль 2022 г.
690,1Н2,_ИПН Февраль 2022 г.
691,1Н1,_ВОСМС Февраль 2022 г.
692,1Н1,_СО Февраль 2022 г.
693,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 08.03.22 на сумму 50000(KZT), Терминал RCL02086"
694,1П2," 1% или 280 Выдача в АТМ KZ, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 08.03.22 на сумму 50000(KZT), Терминал RCL02086¶"
695,1П1," Оплата по счету № 36 от 10.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. НДС не облагается"
696,1П1," ¶Оплата по накладным № 50, 51 от 28.02.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 42 192,86 тг."
697,1П1," ¶Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713"
698,1П1," Оплата по счету № ЦБ-9325 от 11.03.2022 г. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 12 053,57 тг."
699,1П1," Оплата по счету № 20000001533 от 11.03.2022. Договор № 0088/АЛ от 11.03.2022. Платежи за профессиональные, научные и технические услуги. НДС не облагается"
700,1П1," ¶Оплата по накладной № 352 от 22.02.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 48 698,57 тг."
701,1К1," Погашение вознаграждения по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Товарищество с ограниченной ответственностью ""Concord Expert"""
702,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 8 413,93 тг."
703,1П3, Оплата по счету № 9м-2 от 08.03.2022. Платежи по лизингу (текущая аренда)
704,1П1," Оплата по накладной № 353 от 22.02.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 8 946,43 тг"
705,1П1," Оплата по накладным № 53 от 03.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 32 142,86 тг."
706,1П3, Оплата по аренде за февраль 2022 г. Платежи по лизингу (текущая аренда)
707,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 16.03.22 на сумму 100000(KZT), Терминал RCL02086"
708,1П2," 1% или 280 Выдача в АТМ KZ, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 16.03.22 на сумму 100000(KZT), Терминал RCL02086"
709,1П2," 1% или 280 Выдача в АТМ KZ, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 16.03.22 на сумму 100000(KZT), Терминал RCL02086"
710,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 16.03.22 на сумму 100000(KZT), Терминал RCL02086"
711,1П1," Оплата по накладным № 53,52 от 03.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 32 142,86 тг."
712,1П1," Оплата по счету № ЦБ-10569 от 18.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 18 261,43 тг."
713,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713"
714,1К1," Погашение основного долга по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Заемщик: Товарищество с ограниченной ответственностью ""Concord Expert"""
715,1К1," Погашение вознаграждения (субсидированная часть) по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Товарищество с ограниченной ответственностью ""Concord Expert"""
716,1П2, Комиссия за выдачу наличных
717,1П2," 1% или 280 Выдача в АТМ KZ, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 18.03.22 на сумму 100000(KZT), Терминал RCL02086"
718,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 18.03.22 на сумму 100000(KZT), Терминал RCL02086"
719,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 18.03.22 на сумму 100000(KZT), Терминал RCL02086"
720,1СР/С," Выдача наличных, по карте 426739******7778, ALKZ,Aimanova str., 140,Almaty,KZ, 22.03.22 на сумму 300000(KZT), Терминал ATM 700062"
721,1ЗП, за март 22г
722,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 18.03.22 на сумму 100000(KZT), Терминал RCL02086"
723,1СР/С," Выдача наличных, по карте 426739******7778, VN GAGARINA 296 ALEM ALM>TY KZ, 18.03.22 на сумму 100000(KZT), Терминал RCL02086"
724,1П1," Оплата по счету № ЦБ-11417 от 25.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 15 570,00 тг."
725,1П2, Комиссия за выдачу наличных в ATM
726,1СР/С," Выдача наличных, по карте 426739******7778, ALKZ,Masanchi st. 57A,Almaty,KZ, 25.03.22 на сумму 500000(KZT), Терминал ATM 700126"
727,1СР/С," Выдача наличных, по карте 426739******7778, ALKZ,Masanchi st. 57A,Almaty,KZ, 25.03.22 на сумму 50000(KZT), Терминал ATM 700126"
728,1П1," Оплата по накладной № 428 от 02.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 10 020,00 тг."
729,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 53 571,43 тг."
730,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 32 142,86 тг."
731,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 32 142,86 тг."
732,1П1," Оплата по накладной № 458 от 05.03.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 75 000,00 тг."
733,1Н1, ВОСМС за март 22г
734,1П1," Оплата за товары. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 21 428,57 тг."
735,1Н1, ОПВ за март 22г
736,1Н1, СО за март 22г
737,1Н1, ООСМС за март 22г
738,1Н2, ИПН за март 22г
739,1П1," Оплата по накладным от 05.03.2022, 09.03.2022, 16.03.2022.Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 156 630,00 тг."
740,1СР/С," Выдача наличных, по карте 426739******7778, ALKZ,Satpayev st. 90,Almaty,KZ, 06.04.22 на сумму 205000(KZT), Терминал ATM 700127"
741,1П2," Комиссия за выдачу наличных в ATM в сети Банка, по карте 426739******7778, ALKZ,Satpayev st. 90,Almaty,KZ, 06.04.22 на сумму 205000(KZT), Терминал ATM 700127"
742,1П2, Комиссия
743,1П1," Оплата по счету № 266 от 11.04.2022. Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. НДС не облагается"
744,1П1," Оплата по накладным № 552 от 18.03.2022, № 700 от 07.04.2022.Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 14 385,00 тг."
745,1П2, Комиссия
746,1П1," Оплата по счету №9 от 11.04.2022 Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. НДС не облагается"
747,1П2, Комиссия
748,1П1," Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
749,1П1," Платежи за товары, за исключением недвижимости и товаров с кодами назначения платежей 711, 712 и 713,"
750,1П1," Оплата по накладной от 28.03.2022.Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 10 714,29 тг."
751,1ВП, Перевод собственных средств.
752,1П2, Комиссия
753,1П1," Оплата за товары. (в том числе НДС = 10 714,29 KZT)"
754,1П1," Оплата по счетам № 95 от 13.04.2022, № 766 от 14.04.2022, по накладной № 608 от 28.03.20222 за товары. (в том числе НДС = 28 225,61 KZT)"
755,1ВП, Перевод собственных средств.
756,1П2, Комиссия
757,1П1," Оплата по счету №ЦБ-32119 от 15.04.2022 (в том числе НДС = 1 072,61 KZT)"
758,1П1, Оплата по накладной #55 и 54 от 10.03.2022
759,1П1," Оплата по накладной №608 от 28.03.2022 Платежи за товары, за исключением недвижимости и товаров с КНП 711, 712 и 713. В том числе НДС 12%, 32 142,86 тг."
760,1П1," Оплата по счету №257 от 18.04.2022 (в¶том числе НДС = 10 435,71 KZT)"
761,1П1," Оплата за товары. (в том числе НДС = 10 714,29 KZT)"
762,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 9 от 18.04.22 на сумму 300 800.00 KZT, НДС не облагается.¶""¶"
763,1П1, Оплата по накладной №608 от 28.03.2022
764,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 10 от 19.04.22 на сумму 400 000.00 KZT, НДС не облагается.¶""¶"
765,1К1," Погашение вознаграждения по договору № 125.2090/2022-АБ/1 от 29.03.2022. Товарищество с ограниченной ответственностью ""Concord Expert"""
766,1П1, Оплата по накладной №608 от 28.03.2022
767,1П1, Оплата по накладной №608 от 28.03.2022
768,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 11 от 20.04.22 на сумму 325 576.00 KZT, НДС не облагается.¶""¶"
769,1К1," Погашение просроченного вознаграждения по договору № 125.2090/2022-АБ/1 от 29.03.2022. Товарищество с ограниченной ответственностью ""Concord Expert"""
770,1К1,"Погашение просроченного основного долга по договору № 125.2090/2022-АБ/1 от 29.03.2022. Заемщик: Товарищество с ограниченной ответственностью ""Concord Expert"""
771,1К1," Погашение просроченного вознаграждения по договору № 125.2090/2022-АБ/1 от 29.03.2022. Товарищество с ограниченной ответственностью ""Concord Expert"""
772,1П1, Оплата по накладной №608 от 28.03.2022
773,1ВП, Перевод собственных средств.¶
774,1К1," Погашение основного долга по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Заемщик: Товарищество с ограниченной ответственностью ""Concord Expert"""
775,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 14 от 22.04.22 на сумму 200 000.00 KZT, НДС не облагается.¶""¶"
776,1П1," Оплата по счету №286 от 25.04.2022 (в том числе НДС = 6 000,00 KZT)¶"
777,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 15 от 25.04.22 на сумму 56 000.00 KZT, НДС не облагается.¶""¶"
778,1П/О, Перевод денежных средств в подотчет.¶
779,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 16 от 26.04.22 на сумму 200 000.00 KZT, НДС не облагается.¶""¶"
780,1П1," Оплата по счету №194 от 21.04.2022 (в том числе НДС = 1 982,14 KZT)¶"
781,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 17 от 27.04.22 на сумму 18 500.00 KZT, НДС не облагается.¶""¶"
782,1П1," Оплата в Мастеркофе, согласно Акту сверки.¶"
783,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 18 от 28.04.22 на сумму 300 000.00 KZT, НДС не облагается.¶""¶"
784,1П2," ""Комиссия за операцию """"Простой перевод"""" согласно тарифам банкаРасчетный документ № 19 от 29.04.22 на сумму 350 000.00 KZT, НДС не облагается.¶""¶"
785,1П1, Оплата согласно акту сверки¶
786,1П1," Платежи за товары, за исключением¶недвижимости и товаров с кодами¶назначения платежей 711, 712 и 713,"
787,1П1," Оплата по счету №ЦБ-16305 от 25 апреля¶2022 г. (в том числе НДС = 4 834,82 KZT"
788,1К1," Погашение штрафных процентов, начисленных на сумму просроченной задолженности, по договору № 125.2090/2022-АБ/1 от 29.03.2022. Товарищество с ограниче...¶"
789,1К1," Погашение вознаграждения на просроченный ОД по договору № 125.2090/2022-АБ/1 от 29.03.2022. Товарищество с ограниченной ответственностью ""Concord Expe...¶"
790,1К1," Погашение штрафных процентов, начисленных на сумму просроченного вознаграждения, по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Товарищество с ограниченной ответственностью ""Concord Expert"".¶"
791,1К1," Погашение штрафных процентов, начисленных на сумму просроченной задолженности, по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Товарищество с ограниченной ответственностью ""Concord Expert""¶"
792,1К1," Погашение вознаграждения на просроченный ОД по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Товарищество с ограниченной ответственностью ""Concord E...¶"
793,1К1," Погашение просроченного вознаграждения по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Товарищество с ограниченной ответственностью ""Concord Expert""¶"
794,1К1,"Погашение просроченного основного долга по договору № 506.2600/2021-I-DKB/1 от 28.06.2021. Заемщик: Товарищество с ограниченной ответственностью ""Concord Expert""¶"
795,1П2, Комиссия
796,1П1, Оплата согласно акту сверки¶
797,1ВП, ПОСТУПИЛ В БЦК 16.05.2022.Перенос отстатков денег в рамках договора цессии от 04.05.22 с АО Банк ЦентрКредит.¶
798,1П2, Комиссия
799,1П1, Оплата по счету №79 от 29.04.2022
800,1ВП, пополнение корп.карты
801,1П2, Комиссия
802,1П1, Оплата по счету №470 от 6 апреля 2022 г
803,1П4, Оплата по счету №1033 от 25.04.2022 1
804,1ЗП, апрель 2022г
805,1ПР, Задолженность согласно постановлению¶от 19.03.21г. с Турдалиева Е.С. за апрель¶2022 г
806,1П2, Комиссия
807,1П1, Оплата по счету №81 от 04.04.2022
808,1П2, Комиссия
809,1П1, Оплата по накладной № 475 от¶30.04.2022.
810,1П1, Оплата по накладной № 87 от 18.04.2022.
811,1П1," Оплата по счету № 232 от 12.05.2022. (в¶том числе НДС = 1 050,00 KZT)"
812,1П2, Комиссия
813,1ВП, пополнение корп.карты
814,1П1, Оплата по накладной № 87 от 18.04.2022.
815,1П1, Оплата по счету №132 от 25.03.2022
816,1П1,"Оплата по счету №337 от 12 мая 2022 г. (в том числе НДС = 23 378,57 KZT)"
817,1П1,Оплата согласно акта сверки
818,1П1,Оплата согласно акта сверки
819,1П2, Комиссия
820,1ВП, пополнение корп.карты
821,1П2, Комиссия
822,1П1," Оплата по счету №ЦБ-16305 от 25 апреля¶2022 г. (в том числе НДС = 4 834,82 KZT"
823,1П1, Оплата по накладной от 05.05.2022.
824,1ВП, пополнение корп.карты
825,1П2, Комиссия
826,1П1, Оплата по счету № 356 от 18.05.2022.
827,1П1, ООплата за товары.
828,1П2, Комиссия
829,1П1, ООплата за товары.
830,1П2, Комиссия
831,1П1," Оплата по счету №ЦБ-16305 от 25 апреля¶2022 г. (в том числе НДС = 4 834,82 KZT"
832,1П1," Оплата по счету №ЦБ-16305 от 25 апреля¶2022 г. (в том числе НДС = 4 834,82 KZT"
833,1П2, Комиссия
834,1ВП, пополнение корп.карты
835,1П1," Оплата по накладным № 475 от¶30.04.2022., № 598 от 14.05.2022."
836,1ВП, пополнение корп.карты
837,1П2, Комиссия
838,1Н1,_ОПВ апрель 2022 г.
839,1Н1,_СО апрель 2022 г.
840,1Н1,_ВОСМС апрель 2022 г.
841,1Н1,_ОСМС апрель 2022 г.
842,1Н2,_ИПН апрель 2022 г.
843,1П2, Комиссия
844,1П1, Оплата по счету №ЦБ-21505 от 26 мая¶2022 г.
845,1П1, Оплата по счету №124 от 25.05.2022.
846,1П2, Комиссия
847,1П1,"Оплата по счету № ЦБ-46452 от¶27.05.2022. (в том числе НДС = 5 753,57¶KZT)"
848,1П1,Оплата за аренду
849,1П1, ООплата за товары.
850,1П2, Комиссия
851,1П1,Оплата по счету № 01005721514803 от¶25.05.2022. Договор транспортной экспедиции № 29567901.
852,1П1, ООплата за товары.
853,1П2, Комиссия
854,1П1, Оплата по счету № ЦБ-22228 от¶31.05.2022.
855,1П2, Комиссия
856,1П1," Оплата по счету № 282 от 02.06.2022.¶Договор поставки оборудования¶№003R-2020 (146) от 07.09.2020 (в том¶числе НДС = 5 935,39 KZT)"
857,1П2, Комиссия
858,1П1, Оплата по счету № 140 от 07.06.2022.¶Договор № 140 на оказание услуг по¶присвоению GTIN номеров от 07.06.2022.
859,1П1, Оплата по счету № 420 от 07.06.2022.
860,1П4, Оплата по счету № 1371 от 23.05.2022. 1
861,1ВП, пополнение корп.карты
862,1ЗП,_ЗП за май 2022 г
863,1Н1,_ВОСМС за май 2022 г
864,1Н1,_ОСМС за май 2022 г
865,1Н1,_СО Май 2022 г.
866,1Н1,_ОПВ за май 2022 г
867,1Н2,_ИПН за май 2022 г
868,1ПР, Задолженность согласно постановлению¶от 19.03.21г. с Турдалиева Е.С. за май ¶2022 г
869,1П2, Комиссия
870,1П1, Оплата по счету № 418 от 26.05.2022.
871,1П1, Оплата согласно акта выполненных работ¶от 20.05.2022
872,1П1,Оплата по счету № 424 от 08.06.2022.
873,1П1, ООплата за товары.
874,1П2, Комиссия
875,1П1,Оплата по счету № ЦБ-51542 от¶09.06.2022.
876,1П1, ООплата за товары.
877,1П2, Комиссия
878,1П1, ООплата за товары.
879,1П1,Оплата по накладной № 732 от¶24.05.2022.
880,1П2, Комиссия за операцию
881,1ВП, Перевод собственных средств.
882,1П1," Оплата по счету №10611/00 от 14 июня¶2022 г (в том числе НДС = 38 374,29 KZT)"
883,1П2, Комиссия за операцию
884,1П1, Оплата по накладным от 25.05.2022 и¶13.06.2022
885,1П2," Комиссия за операцию ""Простой перевод""¶согласно тарифам банкаРасчетный¶документ № 90 от 16.06.22 на сумму 19¶800.00 KZT, НДС не облагается"
886,1П1," Оплата по счету №ЦБ-24736 от 14 июня¶2022 г (в том числе НДС = 2 121,43 KZT)"
887,1ВП, Перевод на корп карту
888,1ВП, Перевод на корп.карту
889,1ВП, Перевод на корп.карту
890,1П2, комиссия банка
891,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
892,1ВП, Перенос отстатков денег в рамках договора цессии от 21.06.22 с АО Банк ЦентрКредит.
893,1П1, комиссия
894,1П1," Оплата по счету № 01006861544324 от¶16.06.2022. Договор транспортной¶экспедиции № 29567901 "
895,1П1, Оплата по счету № 462 от 20.06.2022
896,1П1, Оплата по счету № 102 от 20.05.2022
897,1ВП, Перевод на другой счет организации
898,1П1, КОМИССИЯ
899,1ВП, пополнение корп.карты
900,1П1, комиссия
901,1ВП, пополнение корп.карты
902,1П1, комиссия
903,1П1, комиссия
904,1П1, комиссия
905,1П1, комиссия
906,1П1, комиссия
907,1ВП, пополнение корп.карты
908,1ВП, Перевод на другой счет организации
909,1П1, комиссия
910,1П1, комиссия
911,1П1, комиссия
912,1П2, КОМИССИЯ
913,1П2, КОМИССИЯ
914,1П2, КОМИССИЯ
915,1П2, КОМИССИЯ
916,1ВП, Перевод собственных средств
917,1П1," Платежи за товары, оплата по счету №18¶от 24 июня 2022 г."
918,1П1," Оплата по счетам № 01027781551228 от¶21.06.2022, № 01070061551390 от¶21.06.2022, № 01034601551404 от¶21.06.2022, № 01006861551400 от¶21.06.2022"
919,1ВП,  Перевод на корп.карту
920,1П2, КОМИССИЯ
921,1П1," Оплата по счету № 128 от 28 июня 2022г.¶(в том числе НДС = 1 157,14 KZT)"
922,1П1," Оплата по накладным от 13.06.2022. 1,"
923,1П2, КОМИССИЯ
924,1П2, КОМИССИЯ
925,1ВП, пополнение корп.карты
926,1ВП, Перевод на корп.карту
927,1П2, КОМИССИЯ
928,1П2, КОМИССИЯ
929,1П2, КОМИССИЯ
930,1Н1,_ОПВ за июнь 2022 г
931,1П1," Оплата по счету № ЦБ-28284 от 4 июля¶2022 г. (в том числе НДС = 3 298,61 KZT)"
932,1П1, Оплата по счету № 634 от 01.07.2022 г
933,1ВП, Перевод на корп.карту по выписке корп.карты поступление было 02.07.2022.
934,1ЗП,_ЗП за июнь 2022 г
935,1Н1,_СО за июнь 2022 г
936,1Н1,_ВОСМС за июнь 2022 г
937,1Н1,_ОСМС за июнь 2022 г
938,1Н2,_ИПН за июнь 2022 г
939,1ПР, Задолженность согласно постановлению¶от 19.03.21г. с Турдалиева Е.С. за июнь ¶2022 г
940,1ВП, пополнение корп.карты
941,1П1," Оплата по счету № 498 от 4 июля 2022 г.¶и согласно акту сверки (в том числе НДС¶= 27 257,14 KZT)"
942,1П1, Оплата по накладным от 13.06.2022.
943,1ВП, пополнение корп карты
944,1П1, Оплата по накладным от 21.06.2022 и¶22.06.2022.
945,1П2, КОМИССИЯ
946,1П1, Оплата по счету № 1676 от 22 июня 2022¶г
947,1П1, Оплата за аренду.
948,1П1, Оплата по счету № 634 от 1 июля 2022г
949,1ВП, пополнение корп.карты
950,1П2, КОМИССИЯ
951,1П2, КОМИССИЯ
952,1ВП," Переводы клиентом денег с одного своего текущего счета, открытого в банке, филиале банка-нерезидента Республики Казахстан, на другой свой текущий счет, открытый в данном банке, в филиале данного банка-нерезидента Республики Казахстан"
953,1П2, КОМИССИЯ
954,2П," Возврат п/п № 216 от 11.07.22 НА СЧЕТ АЛЬФА, В ВЫПИСКЕ ФОРТЕ ПЛАТЕЖА НЕТ согласно внутренней политики - П ереводы клиентом денег с одного своего текущего счета"
955,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
956,1ВП, пополнение корп.карты
957,1П2, КОМИССИЯ
958,1П1," Оплата по счетам № 01029731572309 от¶07.07.2022, № 01027831572317 от¶07.07.2022, № 01006861572303 от¶07.07.2022. Договор транспортной¶экспедиции № 29567901"
959,1ВП, пополнение корп.карты
960,1ВП, перевод на другой счет организации
961,1ВП, Перевод собственных средств. Переводы¶клиентом денег со своего¶ текущего счета в одном банке на свой¶текущий счет в другом банке
962,1ВП, Перевод собственных¶средств.Переводы клиентом денег¶со своего текущего счета в одном¶банке на свой текущий счет в¶другом банке
963,1П2, КОМИССИЯ
964,1П2," Интрнет банкинг. Перевод¶с 13.00 до 17.00 через систему¶«Интернет-Банкинг». Расчетный¶документ № 1 от 14.07.22 на сумму¶300 000.00 KZT, НДС не¶облагается"
965,1ВП, пополнение корп.карты
966,1П2, КОМИССИЯ
967,1П2, КОМИССИЯ
968,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
969,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
970,1П2, КОМИССИЯ
971,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
972,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
973,1П2, КОМИССИЯ
974,1П2, КОМИССИЯ
975,1П2," Комиссия за операцию ""Простой перевод""¶согласно тарифам банкаРасчетный¶документ № 118 от 21.07.22 на сумму 1¶000 000.00 KZT, НДС не облагается."
976,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
977,1П2, Комиссия
978,1П2, Комиссия за операцию
979,1П2, Комиссия за операцию
980,1П1, Оплата по счету №21 от 19.07.2022 г
981,1П1," Оплата по счету №171 от 22.07.2022. (в¶том числе НДС = 40 371,43 KZT"
982,1П1," Оплата по накладным №1478 от¶05.07.2022, №1513-№1514 от 11.07.2022,¶№1525 от 12.07.2022, №1547 от¶14.07.2022."
983,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
984,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
985,1П2, комиссия
986,1П1, Оплата за товары.
987,1П2, комиссия
988,1П1," Оплата по счету № 13906/00 от 26 июля¶2022 г. (в том числе НДС = 15 750,00 KZT)"
989,1П1," Оплата по счету № 564 от 27 июля 2022г.¶(в том числе НДС = 47 357,14 KZT)"
990,1П2," Интрнет банкинг. Перевод¶с 13.00 до 17.00 через систему¶«Интернет-Банкинг». Расчетный¶документ № 1 от 14.07.22 на сумму¶300 000.00 KZT, НДС не¶облагается"
991,1П2, комиссия
992,1П1, Оплата по счету № 103 от 28 июля 2022
993,1П1, Оплата по счету № 74 от 27.07.2022.
994,1ВП, Перевод собственных средств
995,1ВП, Перевод собственных средств. Переводы¶клиентом денег со своег¶о текущего счета в одном банке на свой¶текущий счет в другом банке
996,1П2, комиссия
997,1П1, Оплата по счету №9м-7 от 31.07.2022.
998,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном бан"
999,1П2, Комиссия
1000,1П1," Оплата по счетам № 01029731572309 от¶07.07.2022, № 01027831572317 от¶07.07.2022, № 01006861572303 от¶07.07.2022. Договор транспортной¶экспедиции № 29567901"
1001,1П1, Оплата по счету № 01006861599746 от¶28.07.2022
1002,1П1, Оплата по счету № 01029731599783 от¶28.07.2022
1003,1П1," Оплата по счету № 01070061599727 от¶28.07.202211"
1004,1П1, Оплата по счету № 01027831599761 от 28.07.2022
1005,1П1," Оплата по счету № 01027781599710 от¶28.07.2022"
1006,1П2, Комиссия
1007,1П2, КОМИССИЯ
1008,1П1, Оплата по счету №23 от 02.08.2022
1009,1П1, Оплата по счету №143 от 29.07.2022г
1010,1П2, КОМИССИЯ
1011,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
1012,1П2, КОМИССИЯ
1013,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
1014,1П2, КОМИССИЯ
1015,1П2, КОМИССИЯ
1016,1П1," Оплата по счету № 610 от 9 августа 2022¶г. (в том числе НДС = 8 892,86 KZT)"
1017,1П1, Оплата по счету № 71 от 05.08.2022
1018,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
1019,1ВП," Переводы клиентом денег с одного¶своего текущего счета, открытого в¶банке, на другой свой текущий счет,¶открытый в данном банке"
1020,1ВП, ПОПОЛНЕНИЕ КОРП.КАРТЫ
1021,1П1, Оплата по счету № 1961 от 25 июля 2022¶г.
1022,1П2, КОМИССИЯ
1023,1П2, КОМИССИЯ
1024,1П2, КОМИССИЯ
